홍수사상번호,연,월,일,시간,유입량,유역평균강수,강우(A지역),강우(B지역),강우(C지역),강우(D지역),수위(E지역),수위(D지역)
12,2010,9,19,14,227.1,1.8,1.0,2.0,1.0,1.0,2.2,140.9
12,2010,9,19,15,234.3,2.1,1.0,2.0,1.0,1.0,2.2,140.9
12,2010,9,19,16,231.8,3.1,1.0,5.0,2.0,1.0,2.2,140.9
12,2010,9,19,17,236.9,4.4,2.0,7.0,2.0,2.0,2.2,140.9
12,2010,9,19,18,263.9,6.5,6.0,8.0,2.0,3.0,2.2,140.9
12,2010,9,19,19,294.3,8.1,9.0,8.0,3.0,3.0,2.2,140.9
12,2010,9,19,20,306.1,9.1,13.0,8.0,5.0,4.0,2.2,140.8
12,2010,9,19,21,295.9,9.6,14.0,9.0,5.0,5.0,2.2,140.8
12,2010,9,19,22,267.2,9.8,14.0,10.0,6.0,5.0,2.2,140.8
12,2010,9,19,23,232.4,10.2,14.0,10.0,7.0,5.0,2.2,140.8
12,2010,9,19,24,203.9,11.4,16.0,10.0,7.0,6.0,2.2,140.8
12,2010,9,20,1,183.6,11.7,20.0,10.0,8.0,6.0,2.2,140.8
12,2010,9,20,2,170.8,11.9,20.0,11.0,8.0,6.0,2.2,140.8
12,2010,9,20,3,164.2,12.6,20.0,16.0,8.0,6.0,2.2,140.8
12,2010,9,20,4,158.0,13.1,24.0,18.0,8.0,6.0,2.2,140.7
12,2010,9,20,5,148.0,14.3,29.0,19.0,8.0,6.0,2.2,140.7
12,2010,9,20,6,138.9,15.4,33.0,19.0,8.0,6.0,2.2,140.7
12,2010,9,20,7,136.1,17.2,33.0,19.0,8.0,6.0,2.2,140.7
12,2010,9,20,8,137.9,18.7,35.0,20.0,8.0,8.0,2.2,140.7
12,2010,9,20,9,142.2,19.8,36.0,21.0,8.0,10.0,2.2,140.7
12,2010,9,20,10,150.7,21.5,37.0,21.0,10.0,13.0,2.2,140.7
12,2010,9,20,11,164.6,23.4,43.0,21.0,10.0,17.0,2.2,140.7
12,2010,9,20,12,177.9,24.1,44.0,21.0,12.0,20.0,2.2,140.7
12,2010,9,20,13,184.5,24.5,45.0,22.0,14.0,20.0,2.2,140.7
12,2010,9,20,14,185.9,24.7,47.0,22.0,15.0,20.0,2.2,140.7
12,2010,9,20,15,185.9,25.1,48.0,22.0,15.0,20.0,2.2,140.7
12,2010,9,20,16,188.3,25.2,48.0,22.0,15.0,22.0,2.3,140.7
12,2010,9,20,17,197.2,25.4,48.0,22.0,16.0,22.0,2.3,140.7
12,2010,9,20,18,215.6,25.6,49.0,22.0,16.0,22.0,2.3,140.7
12,2010,9,20,19,245.4,25.6,49.0,22.0,16.0,22.0,2.3,140.7
12,2010,9,20,20,283.5,25.6,49.0,22.0,17.0,22.0,2.3,140.7
12,2010,9,20,21,323.0,25.6,49.0,22.0,17.0,22.0,2.3,140.7
12,2010,9,20,22,345.9,25.6,49.0,22.0,17.0,22.0,2.3,140.7
12,2010,9,20,23,338.5,25.6,49.0,22.0,17.0,22.0,2.4,140.7
12,2010,9,20,24,315.1,25.6,49.0,22.0,17.0,22.0,2.4,140.7
12,2010,9,21,1,293.4,25.6,49.0,22.0,17.0,22.0,2.4,140.7
12,2010,9,21,2,275.2,25.8,49.0,23.0,17.0,22.0,2.5,140.7
12,2010,9,21,3,257.7,26.2,49.0,23.0,17.0,22.0,2.5,140.7
12,2010,9,21,4,234.1,26.4,49.0,24.0,17.0,22.0,2.5,140.6
12,2010,9,21,5,201.2,26.5,49.0,24.0,16.0,21.0,2.5,140.6
12,2010,9,21,6,173.8,26.5,50.0,24.0,16.0,21.0,2.6,140.6
12,2010,9,21,7,165.9,26.5,50.0,24.0,15.0,21.0,2.6,140.6
12,2010,9,21,8,170.0,26.5,50.0,24.0,15.0,21.0,2.6,140.6
12,2010,9,21,9,174.8,26.6,50.0,24.0,15.0,21.0,2.5,140.6
12,2010,9,21,10,174.6,26.9,50.0,24.0,14.0,22.0,2.5,140.6
12,2010,9,21,11,165.0,27.8,50.0,25.0,12.0,21.0,2.5,140.6
12,2010,9,21,12,144.1,29.1,50.0,25.0,12.0,21.0,2.5,140.6
12,2010,9,21,13,119.2,30.0,54.0,25.0,11.0,21.0,2.5,140.6
12,2010,9,21,14,100.6,30.4,55.0,26.0,10.0,20.0,2.5,140.6
12,2010,9,21,15,99.7,31.1,57.0,27.0,10.0,19.0,2.5,140.6
12,2010,9,21,16,133.4,31.3,60.0,28.0,9.0,19.0,2.5,140.6
12,2010,9,21,17,238.4,31.8,60.0,42.0,9.0,19.0,2.5,140.6
12,2010,9,21,18,453.3,35.6,63.0,42.0,9.0,19.0,2.5,140.6
12,2010,9,21,19,805.1,40.3,68.0,58.0,9.0,19.0,2.4,140.6
12,2010,9,21,20,1309.0,46.2,72.0,81.0,9.0,19.0,2.4,140.6
12,2010,9,21,21,1946.2,56.6,95.0,88.0,10.0,21.0,2.4,140.6
12,2010,9,21,22,2690.6,67.4,103.0,96.0,10.0,23.0,2.5,140.6
12,2010,9,21,23,3521.0,78.6,108.0,103.0,10.0,44.0,2.8,140.5
12,2010,9,21,24,4402.3,94.6,111.0,110.0,10.0,86.0,4.8,140.5
12,2010,9,22,1,5238.4,110.5,121.0,124.0,8.0,144.0,7.1,140.5
12,2010,9,22,2,5928.2,120.6,130.0,138.0,23.0,170.0,8.5,140.5
12,2010,9,22,3,6410.8,125.0,133.0,138.0,46.0,179.0,9.5,140.5
12,2010,9,22,4,6649.5,125.2,131.0,138.0,51.0,177.0,10.3,140.6
12,2010,9,22,5,6664.7,123.7,127.0,137.0,62.0,174.0,10.4,140.6
12,2010,9,22,6,6494.5,122.8,126.0,136.0,67.0,171.0,10.4,140.6
12,2010,9,22,7,6190.0,122.4,126.0,136.0,67.0,171.0,10.3,140.7
12,2010,9,22,8,5804.9,122.4,126.0,136.0,67.0,171.0,10.0,140.8
12,2010,9,22,9,5391.0,122.2,124.0,136.0,67.0,171.0,9.7,140.9
12,2010,9,22,10,4995.3,121.0,120.0,135.0,67.0,169.0,9.4,141.0
12,2010,9,22,11,4647.9,120.7,120.0,130.0,66.0,169.0,9.0,141.1
12,2010,9,22,12,4365.9,120.6,121.0,128.0,66.0,169.0,8.7,141.2
12,2010,9,22,13,4132.6,119.9,117.0,127.0,66.0,169.0,8.3,141.4
12,2010,9,22,14,3925.8,119.4,112.0,127.0,66.0,169.0,8.0,141.5
12,2010,9,22,15,3735.3,118.3,108.0,127.0,66.0,169.0,7.8,141.7
12,2010,9,22,16,3554.8,117.2,108.0,126.0,67.0,169.0,7.5,141.9
12,2010,9,22,17,3379.9,115.4,106.0,125.0,67.0,169.0,7.3,142.1
12,2010,9,22,18,3208.7,113.9,105.0,125.0,67.0,169.0,7.0,142.3
12,2010,9,22,19,3047.2,112.9,104.0,125.0,67.0,169.0,6.8,142.4
12,2010,9,22,20,2901.5,111.2,98.0,125.0,67.0,169.0,6.5,142.6
12,2010,9,22,21,2770.9,109.3,97.0,124.0,67.0,169.0,6.3,142.8
12,2010,9,22,22,2652.7,108.7,96.0,124.0,67.0,169.0,6.2,142.9
12,2010,9,22,23,2544.2,108.2,94.0,124.0,67.0,169.0,6.0,143.1
12,2010,9,22,24,2443.3,108.0,93.0,124.0,67.0,169.0,5.9,143.2
12,2010,9,23,1,2348.3,107.7,93.0,124.0,67.0,169.0,5.7,143.3
12,2010,9,23,2,2261.2,107.5,93.0,124.0,67.0,169.0,5.6,143.4
12,2010,9,23,3,2184.4,107.5,92.0,124.0,67.0,169.0,5.5,143.5
12,2010,9,23,4,2118.1,107.4,92.0,124.0,67.0,168.0,5.3,143.5
12,2010,9,23,5,2061.6,107.4,92.0,124.0,67.0,168.0,5.2,143.6
12,2010,9,23,6,2011.8,107.4,92.0,124.0,67.0,167.0,5.1,143.7
12,2010,9,23,7,1965.5,107.4,92.0,124.0,67.0,167.0,5.0,143.7
12,2010,9,23,8,1920.0,107.4,92.0,124.0,67.0,167.0,4.9,143.7
12,2010,9,23,9,1873.2,107.4,92.0,124.0,67.0,167.0,4.8,143.8
12,2010,9,23,10,1823.3,107.4,92.0,123.0,67.0,167.0,4.7,143.8
12,2010,9,23,11,1770.6,107.4,92.0,123.0,67.0,167.0,4.7,143.8
12,2010,9,23,12,1720.7,107.2,92.0,122.0,66.0,166.0,4.6,143.8
12,2010,9,23,13,1679.2,106.8,92.0,122.0,66.0,166.0,4.5,143.9
12,2010,9,23,14,1643.9,106.6,92.0,122.0,66.0,166.0,4.4,143.9
12,2010,9,23,15,1611.7,106.5,91.0,122.0,66.0,164.0,4.4,143.9
12,2010,9,23,16,1582.6,106.5,91.0,122.0,66.0,162.0,4.3,143.9
12,2010,9,23,17,1556.7,106.5,91.0,122.0,51.0,141.0,4.3,143.9
12,2010,9,23,18,1531.1,106.5,91.0,122.0,26.0,99.0,4.2,143.9
12,2010,9,23,19,1503.5,106.3,91.0,121.0,19.0,41.0,4.2,143.9
12,2010,9,23,20,1475.8,106.0,91.0,121.0,7.0,13.0,4.1,143.9
12,2010,9,23,21,1449.9,105.2,91.0,121.0,2.0,2.0,4.1,143.9
12,2010,9,23,22,1424.5,103.9,87.0,120.0,2.0,1.0,4.0,143.9
12,2010,9,23,23,1398.1,103.0,86.0,119.0,1.0,0.0,4.0,143.9
12,2010,9,23,24,1373.5,102.6,84.0,118.0,1.0,0.0,3.9,143.9
12,2010,9,24,1,1354.0,101.9,81.0,104.0,1.0,0.0,3.9,143.8
12,2010,9,24,2,1341.0,101.7,81.0,103.0,1.0,0.0,3.9,143.8
12,2010,9,24,3,1337.9,101.2,78.0,86.0,1.0,0.0,3.8,143.8
13,2011,6,28,23,865.0,15.6,22.0,3.0,0.0,0.0,3.6,133.8
13,2011,6,28,24,839.9,11.7,17.0,3.0,0.0,0.0,3.6,133.7
13,2011,6,29,1,811.6,7.5,10.0,3.0,0.0,0.0,3.6,133.7
13,2011,6,29,2,780.3,4.7,6.0,2.0,0.0,0.0,3.5,133.6
13,2011,6,29,3,746.0,2.7,3.0,2.0,0.0,0.0,3.5,133.6
13,2011,6,29,4,709.2,2.2,3.0,1.0,0.0,0.0,3.5,133.6
13,2011,6,29,5,670.9,3.0,3.0,1.0,0.0,0.0,3.5,133.5
13,2011,6,29,6,633.1,3.4,5.0,1.0,0.0,0.0,3.4,133.5
13,2011,6,29,7,597.9,3.3,6.0,1.0,0.0,0.0,3.4,133.4
13,2011,6,29,8,567.8,3.2,6.0,1.0,0.0,0.0,3.4,133.4
13,2011,6,29,9,544.8,3.1,6.0,1.0,0.0,0.0,3.3,133.3
13,2011,6,29,10,530.5,3.0,6.0,1.0,0.0,0.0,3.3,133.3
13,2011,6,29,11,525.5,3.0,6.0,1.0,0.0,0.0,3.3,133.3
13,2011,6,29,12,529.0,3.0,6.0,0.0,0.0,0.0,3.3,133.2
13,2011,6,29,13,540.1,3.0,6.0,0.0,0.0,0.0,3.3,133.2
13,2011,6,29,14,559.5,2.9,6.0,0.0,0.0,0.0,3.2,133.1
13,2011,6,29,15,589.7,3.8,5.0,0.0,0.0,0.0,3.2,133.1
13,2011,6,29,16,637.0,4.0,11.0,0.0,0.0,0.0,3.2,133.1
13,2011,6,29,17,708.3,5.9,11.0,0.0,0.0,0.0,3.2,133.0
13,2011,6,29,18,809.1,7.3,16.0,12.0,0.0,0.0,3.2,133.0
13,2011,6,29,19,940.3,12.8,16.0,13.0,1.0,0.0,3.2,133.0
13,2011,6,29,20,1100.7,20.1,34.0,13.0,1.0,5.0,3.2,133.0
13,2011,6,29,21,1285.1,20.9,39.0,13.0,6.0,13.0,3.2,133.0
13,2011,6,29,22,1486.1,21.5,39.0,13.0,14.0,14.0,3.2,133.0
13,2011,6,29,23,1692.5,25.5,39.0,17.0,15.0,14.0,3.2,133.0
13,2011,6,29,24,1892.3,29.6,53.0,31.0,15.0,14.0,3.3,133.0
13,2011,6,30,1,2074.2,37.0,53.0,40.0,15.0,18.0,3.3,133.0
13,2011,6,30,2,2230.4,47.4,64.0,43.0,15.0,24.0,3.3,133.0
13,2011,6,30,3,2367.6,50.9,66.0,54.0,16.0,45.0,3.5,133.0
13,2011,6,30,4,2495.5,55.2,66.0,61.0,42.0,46.0,4.0,133.0
13,2011,6,30,5,2620.6,64.7,69.0,72.0,61.0,53.0,4.5,133.1
13,2011,6,30,6,2746.8,71.7,69.0,73.0,68.0,71.0,5.0,133.1
13,2011,6,30,7,2871.6,76.2,71.0,76.0,101.0,85.0,5.5,133.1
13,2011,6,30,8,2990.8,81.4,84.0,76.0,102.0,90.0,6.1,133.2
13,2011,6,30,9,3100.9,84.7,120.0,76.0,102.0,91.0,6.4,133.3
13,2011,6,30,10,3198.8,86.3,132.0,76.0,102.0,91.0,6.7,133.3
13,2011,6,30,11,3283.2,86.7,138.0,76.0,102.0,91.0,6.9,133.4
13,2011,6,30,12,3354.0,86.9,141.0,76.0,102.0,91.0,7.1,133.5
13,2011,6,30,13,3411.1,87.0,142.0,76.0,102.0,91.0,7.1,133.6
13,2011,6,30,14,3453.5,87.0,142.0,76.0,102.0,91.0,7.2,133.7
13,2011,6,30,15,3479.2,87.0,142.0,76.0,102.0,91.0,7.4,133.8
13,2011,6,30,16,3483.4,87.0,142.0,76.0,102.0,91.0,7.6,133.9
13,2011,6,30,17,3461.2,87.0,142.0,76.0,102.0,91.0,7.8,134.0
13,2011,6,30,18,3410.3,87.0,142.0,76.0,102.0,91.0,7.9,134.1
13,2011,6,30,19,3330.0,87.0,142.0,76.0,102.0,91.0,7.8,134.2
13,2011,6,30,20,3223.6,87.0,142.0,76.0,102.0,91.0,7.7,134.4
13,2011,6,30,21,3096.2,87.0,142.0,76.0,102.0,91.0,7.5,134.5
13,2011,6,30,22,2954.9,87.0,142.0,76.0,102.0,91.0,7.2,134.6
13,2011,6,30,23,2807.2,87.0,142.0,76.0,102.0,91.0,7.0,134.7
13,2011,6,30,24,2659.2,87.0,142.0,76.0,102.0,91.0,6.8,134.8
13,2011,7,1,1,2515.7,87.0,142.0,76.0,102.0,91.0,6.6,135.0
13,2011,7,1,2,2378.5,87.2,142.0,76.0,102.0,91.0,6.4,135.1
13,2011,7,1,3,2248.1,87.3,142.0,76.0,102.0,91.0,6.2,135.2
13,2011,7,1,4,2125.4,87.3,142.0,76.0,102.0,91.0,6.1,135.3
13,2011,7,1,5,2008.8,87.3,142.0,76.0,102.0,91.0,5.9,135.4
13,2011,7,1,6,1897.6,87.3,142.0,76.0,102.0,91.0,5.8,135.5
13,2011,7,1,7,1795.1,87.3,142.0,76.0,102.0,91.0,5.7,135.7
13,2011,7,1,8,1704.4,87.3,142.0,76.0,102.0,91.0,5.6,135.8
13,2011,7,1,9,1624.4,87.3,142.0,76.0,102.0,91.0,5.4,135.9
13,2011,7,1,10,1553.4,87.3,142.0,76.0,101.0,91.0,5.3,136.0
13,2011,7,1,11,1490.4,87.3,142.0,76.0,101.0,91.0,5.2,136.0
13,2011,7,1,12,1434.8,87.3,142.0,76.0,96.0,91.0,5.1,136.1
13,2011,7,1,13,1386.2,87.2,142.0,76.0,88.0,91.0,5.0,136.2
13,2011,7,1,14,1344.8,87.2,142.0,76.0,87.0,86.0,5.0,136.3
13,2011,7,1,15,1311.7,86.4,140.0,76.0,87.0,78.0,4.9,136.3
13,2011,7,1,16,1288.0,85.8,139.0,76.0,87.0,77.0,4.8,136.4
13,2011,7,1,17,1272.3,85.8,139.0,76.0,87.0,77.0,4.7,136.5
14,2011,7,2,23,650.4,0.3,0.0,0.0,0.0,0.0,3.4,136.4
14,2011,7,2,24,681.4,0.3,0.0,0.0,0.0,0.0,3.4,136.3
14,2011,7,3,1,706.5,0.5,0.0,0.0,0.0,0.0,3.4,136.3
14,2011,7,3,2,719.6,0.5,0.0,0.0,0.0,0.0,3.3,136.3
14,2011,7,3,3,735.0,0.5,0.0,0.0,0.0,0.0,3.3,136.2
14,2011,7,3,4,768.7,0.5,0.0,0.0,0.0,0.0,3.3,136.2
14,2011,7,3,5,824.2,0.5,0.0,1.0,0.0,0.0,3.3,136.1
14,2011,7,3,6,904.3,2.5,0.0,2.0,0.0,0.0,3.3,136.1
14,2011,7,3,7,1014.6,8.5,0.0,11.0,0.0,0.0,3.3,136.0
14,2011,7,3,8,1167.5,14.7,2.0,24.0,2.0,5.0,3.3,136.0
14,2011,7,3,9,1375.9,23.6,20.0,26.0,15.0,11.0,3.3,135.9
14,2011,7,3,10,1647.4,30.1,27.0,34.0,17.0,17.0,3.3,135.9
14,2011,7,3,11,1981.3,36.5,34.0,42.0,18.0,19.0,3.3,135.8
14,2011,7,3,12,2349.0,48.6,41.0,45.0,19.0,26.0,3.5,135.8
14,2011,7,3,13,2722.2,57.6,66.0,64.0,46.0,44.0,3.7,135.7
14,2011,7,3,14,3103.7,66.8,71.0,74.0,48.0,51.0,4.1,135.7
14,2011,7,3,15,3504.4,74.5,75.0,84.0,54.0,54.0,4.8,135.7
14,2011,7,3,16,3931.6,85.3,76.0,86.0,61.0,63.0,5.4,135.7
14,2011,7,3,17,4376.8,93.7,98.0,88.0,70.0,79.0,6.1,135.7
14,2011,7,3,18,4827.2,99.3,106.0,89.0,77.0,85.0,7.2,135.7
14,2011,7,3,19,5268.8,103.3,110.0,125.0,79.0,89.0,7.6,135.7
14,2011,7,3,20,5693.3,112.9,125.0,145.0,86.0,89.0,8.1,135.7
14,2011,7,3,21,6116.8,128.6,150.0,147.0,86.0,90.0,8.5,135.7
14,2011,7,3,22,6553.7,134.7,160.0,148.0,87.0,104.0,9.0,135.8
14,2011,7,3,23,6982.6,135.7,164.0,148.0,88.0,109.0,9.9,135.9
14,2011,7,3,24,7358.4,136.0,165.0,148.0,89.0,109.0,10.4,136.0
14,2011,7,4,1,7633.8,136.0,166.0,148.0,89.0,109.0,10.9,136.1
14,2011,7,4,2,7770.5,136.1,166.0,148.0,89.0,109.0,11.2,136.2
14,2011,7,4,3,7740.2,136.1,166.0,148.0,89.0,109.0,11.4,136.3
14,2011,7,4,4,7545.9,136.1,166.0,148.0,89.0,109.0,11.4,136.5
14,2011,7,4,5,7203.3,136.1,166.0,148.0,89.0,109.0,11.2,136.7
14,2011,7,4,6,6745.8,136.1,166.0,148.0,89.0,109.0,10.8,136.9
14,2011,7,4,7,6213.4,136.1,166.0,148.0,89.0,109.0,10.4,137.1
14,2011,7,4,8,5654.5,136.2,166.0,148.0,89.0,109.0,9.9,137.3
14,2011,7,4,9,5119.2,136.2,166.0,148.0,89.0,109.0,9.4,137.6
14,2011,7,4,10,4646.9,136.2,166.0,148.0,89.0,109.0,9.0,137.8
14,2011,7,4,11,4243.2,136.2,166.0,148.0,90.0,109.0,8.6,138.0
14,2011,7,4,12,3903.7,136.3,166.0,148.0,90.0,109.0,8.3,138.2
14,2011,7,4,13,3618.2,136.3,166.0,148.0,90.0,109.0,8.0,138.5
14,2011,7,4,14,3376.0,136.3,166.0,148.0,90.0,109.0,7.7,138.7
14,2011,7,4,15,3169.9,136.3,166.0,148.0,90.0,109.0,7.4,138.9
14,2011,7,4,16,2992.1,136.3,166.0,148.0,90.0,109.0,7.2,139.1
14,2011,7,4,17,2829.3,136.3,166.0,148.0,90.0,109.0,6.9,139.3
14,2011,7,4,18,2669.3,136.3,166.0,148.0,90.0,109.0,6.7,139.4
14,2011,7,4,19,2510.6,136.3,166.0,148.0,90.0,109.0,6.6,139.6
14,2011,7,4,20,2361.4,136.3,166.0,148.0,90.0,109.0,6.4,139.7
14,2011,7,4,21,2230.1,136.3,166.0,148.0,90.0,109.0,6.2,139.8
14,2011,7,4,22,2119.8,136.3,166.0,148.0,90.0,109.0,6.0,139.9
14,2011,7,4,23,2029.5,136.3,166.0,148.0,88.0,109.0,5.9,139.9
14,2011,7,4,24,1948.7,136.3,166.0,148.0,75.0,109.0,5.8,140.0
15,2011,7,7,8,480.3,0.0,0.0,0.0,0.0,0.0,3.1,135.1
15,2011,7,7,9,469.7,0.0,0.0,0.0,0.0,0.0,3.1,135.0
15,2011,7,7,10,458.9,0.1,0.0,0.0,0.0,0.0,3.1,134.9
15,2011,7,7,11,448.8,0.1,0.0,0.0,0.0,0.0,3.1,134.7
15,2011,7,7,12,440.4,0.1,0.0,0.0,0.0,0.0,3.0,134.6
15,2011,7,7,13,434.8,0.1,0.0,0.0,0.0,0.0,3.0,134.5
15,2011,7,7,14,433.1,0.1,0.0,1.0,0.0,0.0,3.0,134.3
15,2011,7,7,15,437.6,0.3,0.0,2.0,0.0,0.0,3.0,134.2
15,2011,7,7,16,451.2,2.5,0.0,2.0,0.0,0.0,3.0,134.1
15,2011,7,7,17,475.6,4.0,0.0,2.0,1.0,1.0,3.0,134.0
15,2011,7,7,18,509.6,4.2,1.0,2.0,5.0,3.0,3.0,133.9
15,2011,7,7,19,551.3,4.4,1.0,3.0,7.0,3.0,3.0,133.8
15,2011,7,7,20,599.5,5.1,1.0,3.0,7.0,3.0,2.9,133.7
15,2011,7,7,21,656.9,7.1,2.0,8.0,7.0,4.0,2.9,133.6
15,2011,7,7,22,727.0,13.6,24.0,17.0,7.0,4.0,2.9,133.5
15,2011,7,7,23,812.7,19.9,39.0,17.0,7.0,5.0,2.9,133.4
15,2011,7,7,24,914.5,23.9,44.0,28.0,7.0,20.0,3.0,133.3
15,2011,7,8,1,1032.0,28.0,47.0,37.0,17.0,23.0,3.0,133.3
15,2011,7,8,2,1164.9,38.3,58.0,37.0,25.0,24.0,3.1,133.2
15,2011,7,8,3,1312.0,41.2,58.0,48.0,25.0,47.0,3.3,133.1
15,2011,7,8,4,1472.2,47.3,65.0,52.0,33.0,49.0,3.4,133.1
15,2011,7,8,5,1644.2,54.0,72.0,59.0,34.0,56.0,3.8,133.0
15,2011,7,8,6,1826.6,59.6,76.0,72.0,36.0,65.0,4.1,133.0
15,2011,7,8,7,2016.8,69.6,84.0,89.0,41.0,67.0,4.5,133.0
15,2011,7,8,8,2212.0,75.4,89.0,91.0,41.0,81.0,5.0,132.9
15,2011,7,8,9,2408.0,78.2,91.0,91.0,49.0,91.0,5.5,132.9
15,2011,7,8,10,2595.9,78.9,91.0,91.0,64.0,92.0,6.0,132.9
15,2011,7,8,11,2765.4,78.9,91.0,91.0,64.0,92.0,6.3,132.9
15,2011,7,8,12,2907.2,78.9,91.0,91.0,64.0,92.0,6.6,132.9
15,2011,7,8,13,3016.0,79.0,91.0,91.0,64.0,92.0,6.9,132.9
15,2011,7,8,14,3087.4,79.0,91.0,93.0,64.0,92.0,7.1,132.9
15,2011,7,8,15,3118.6,79.9,91.0,94.0,64.0,92.0,7.2,132.9
15,2011,7,8,16,3114.3,81.0,92.0,94.0,64.0,93.0,7.3,132.9
15,2011,7,8,17,3080.7,82.7,92.0,94.0,68.0,94.0,7.2,132.9
15,2011,7,8,18,3025.4,83.6,93.0,94.0,70.0,95.0,7.1,133.0
15,2011,7,8,19,2959.7,84.2,95.0,94.0,70.0,96.0,6.9,133.0
15,2011,7,8,20,2896.5,84.4,95.0,94.0,72.0,97.0,6.8,133.0
15,2011,7,8,21,2847.1,84.5,95.0,94.0,73.0,97.0,6.7,133.1
15,2011,7,8,22,2819.2,84.5,95.0,94.0,73.0,98.0,6.5,133.2
15,2011,7,8,23,2819.3,84.8,95.0,94.0,73.0,98.0,6.3,133.2
15,2011,7,8,24,2853.8,85.3,95.0,94.0,73.0,98.0,6.2,133.3
15,2011,7,9,1,2927.2,86.6,96.0,94.0,73.0,98.0,6.0,133.4
15,2011,7,9,2,3035.5,87.2,104.0,94.0,73.0,98.0,5.9,133.4
15,2011,7,9,3,3172.7,90.6,105.0,96.0,73.0,99.0,5.8,133.5
15,2011,7,9,4,3332.4,96.8,111.0,96.0,73.0,100.0,5.7,133.6
15,2011,7,9,5,3507.3,101.2,119.0,96.0,74.0,103.0,5.6,133.7
15,2011,7,9,6,3689.5,105.1,125.0,96.0,77.0,106.0,5.5,133.8
15,2011,7,9,7,3871.9,108.7,140.0,100.0,83.0,108.0,5.5,133.8
15,2011,7,9,8,4050.4,115.8,143.0,113.0,83.0,108.0,5.8,133.9
15,2011,7,9,9,4221.7,120.8,148.0,120.0,79.0,113.0,6.5,134.0
15,2011,7,9,10,4381.3,131.3,152.0,128.0,81.0,121.0,7.0,134.1
15,2011,7,9,11,4521.7,139.9,161.0,130.0,89.0,124.0,7.5,134.2
15,2011,7,9,12,4634.1,143.7,171.0,130.0,109.0,135.0,7.9,134.3
15,2011,7,9,13,4711.2,144.5,171.0,130.0,121.0,136.0,8.2,134.4
15,2011,7,9,14,4749.7,144.6,171.0,130.0,121.0,136.0,8.4,134.5
15,2011,7,9,15,4747.8,144.6,171.0,130.0,121.0,135.0,8.5,134.6
15,2011,7,9,16,4704.4,144.6,171.0,130.0,111.0,135.0,8.6,134.7
15,2011,7,9,17,4623.2,144.6,171.0,130.0,103.0,134.0,8.6,134.8
15,2011,7,9,18,4509.0,144.6,171.0,130.0,103.0,119.0,8.6,134.9
15,2011,7,9,19,4366.6,144.6,171.0,130.0,95.0,116.0,8.5,135.0
15,2011,7,9,20,4201.1,144.6,171.0,130.0,94.0,115.0,8.3,135.2
15,2011,7,9,21,4019.9,144.6,171.0,130.0,92.0,92.0,8.1,135.3
15,2011,7,9,22,3830.7,144.6,171.0,129.0,87.0,90.0,7.9,135.5
15,2011,7,9,23,3640.4,144.6,171.0,128.0,87.0,83.0,7.7,135.6
15,2011,7,9,24,3452.3,144.6,171.0,128.0,79.0,74.0,7.5,135.8
15,2011,7,10,1,3269.1,144.4,171.0,128.0,64.0,72.0,7.3,135.9
15,2011,7,10,2,3093.2,142.2,171.0,128.0,64.0,58.0,7.1,136.0
15,2011,7,10,3,2927.1,140.7,170.0,127.0,64.0,48.0,6.9,136.2
15,2011,7,10,4,2773.0,140.5,170.0,127.0,64.0,47.0,6.7,136.3
15,2011,7,10,5,2633.1,140.3,170.0,123.0,64.0,47.0,6.5,136.5
15,2011,7,10,6,2508.7,140.9,169.0,117.0,64.0,47.0,6.4,136.6
15,2011,7,10,7,2401.1,140.9,147.0,119.0,64.0,47.0,6.3,136.7
15,2011,7,10,8,2311.0,136.2,132.0,109.0,65.0,54.0,6.1,136.8
15,2011,7,10,9,2237.8,131.0,127.0,100.0,63.0,54.0,6.1,136.9
15,2011,7,10,10,2180.4,127.3,126.0,100.0,63.0,53.0,5.9,137.0
15,2011,7,10,11,2138.2,123.5,117.0,89.0,61.0,52.0,5.8,137.1
15,2011,7,10,12,2111.3,113.5,117.0,85.0,60.0,51.0,5.7,137.2
15,2011,7,10,13,2100.3,111.2,110.0,79.0,60.0,50.0,5.6,137.3
15,2011,7,10,14,2105.8,105.5,103.0,66.0,60.0,49.0,5.5,137.3
15,2011,7,10,15,2127.4,99.1,99.0,49.0,61.0,50.0,5.5,137.4
15,2011,7,10,16,2161.2,93.9,91.0,47.0,63.0,49.0,5.4,137.4
15,2011,7,10,17,2202.2,84.5,86.0,47.0,63.0,49.0,5.3,137.5
15,2011,7,10,18,2245.8,80.5,84.0,52.0,63.0,49.0,5.3,137.5
15,2011,7,10,19,2287.2,81.2,85.0,55.0,65.0,51.0,5.2,137.5
15,2011,7,10,20,2321.9,84.4,89.0,60.0,68.0,56.0,5.2,137.5
15,2011,7,10,21,2345.8,88.5,90.0,62.0,71.0,59.0,5.2,137.6
15,2011,7,10,22,2358.1,94.0,91.0,61.0,71.0,64.0,5.3,137.6
15,2011,7,10,23,2358.3,96.2,93.0,60.0,75.0,67.0,5.3,137.6
15,2011,7,10,24,2346.5,96.3,94.0,60.0,82.0,66.0,5.4,137.6
15,2011,7,11,1,2324.7,95.5,93.0,60.0,81.0,64.0,5.4,137.6
15,2011,7,11,2,2295.1,94.4,93.0,60.0,73.0,64.0,5.4,137.6
