,홍수사상번호,연,월,일,시간,유입량,유역평균강수,강우(A지역),강우(B지역),강우(C지역),강우(D지역),수위(E지역),수위(D지역)
13812,16.0,2011.0,8.0,2.0,2.0,581.9368209,15.0556,23,8,4,25,3.34,134.792
13813,16.0,2011.0,8.0,2.0,3.0,579.25233,15.6022,25,8,4,25,3.34,134.784
13814,16.0,2011.0,8.0,2.0,4.0,577.3060923,17.3552,21,16,5,26,3.33,134.776
13815,16.0,2011.0,8.0,2.0,5.0,576.4495762,18.5434,23,17,5,26,3.33,134.768
13816,16.0,2011.0,8.0,2.0,6.0,576.9351939,19.2587,22,17,6,26,3.31,134.764
13817,16.0,2011.0,8.0,2.0,7.0,578.7946068,19.3647,22,17,6,27,3.31,134.76
13818,16.0,2011.0,8.0,2.0,8.0,581.1764735,19.4857,21,17,6,27,3.29,134.756
13819,16.0,2011.0,8.0,2.0,9.0,583.0087019,19.5704,21,17,6,27,3.28,134.752
13820,16.0,2011.0,8.0,2.0,10.0,583.4366394,19.6189,21,17,6,27,3.28,134.748
13821,16.0,2011.0,8.0,2.0,11.0,582.4753903,19.8277,21,17,6,27,3.28,134.744
13822,16.0,2011.0,8.0,2.0,12.0,580.3574987,19.8746,21,17,6,27,3.26,134.736
13823,16.0,2011.0,8.0,2.0,13.0,577.026017,19.9223,21,17,6,27,3.26,134.732
13824,16.0,2011.0,8.0,2.0,14.0,571.266033,20.2869,21,18,6,27,3.26,134.724
13825,16.0,2011.0,8.0,2.0,15.0,562.0868764,20.6123,21,20,6,27,3.26,134.716
13826,16.0,2011.0,8.0,2.0,16.0,550.5528089,20.8139,22,21,6,27,3.25,134.708
13827,16.0,2011.0,8.0,2.0,17.0,538.2418256,20.8928,22,21,6,26,3.25,134.7
13828,16.0,2011.0,8.0,2.0,18.0,526.7308987,21.0504,22,21,6,26,3.25,134.692
13829,16.0,2011.0,8.0,2.0,19.0,517.5929101,21.1472,22,20,6,25,3.24,134.684
13830,16.0,2011.0,8.0,2.0,20.0,512.3997192,21.1661,22,20,6,25,3.24,134.676
13831,16.0,2011.0,8.0,2.0,21.0,512.1068065,21.2391,22,20,6,25,3.23,134.668
13832,16.0,2011.0,8.0,2.0,22.0,515.2041366,21.2391,22,20,6,16,3.23,134.66
13833,16.0,2011.0,8.0,2.0,23.0,519.5652953,21.3351,22,21,6,13,3.23,134.652
13834,16.0,2011.0,8.0,2.0,24.0,523.0599894,21.4927,22,22,6,12,3.23,134.644
13835,16.0,2011.0,8.0,3.0,1.0,523.5424081,21.5756,22,22,6,12,3.23,134.636
13836,16.0,2011.0,8.0,3.0,2.0,519.5581421,21.7537,22,22,6,12,3.24,134.628
13837,16.0,2011.0,8.0,3.0,3.0,512.433903,21.661,22,24,6,12,3.24,134.62
13838,16.0,2011.0,8.0,3.0,4.0,504.1916829,21.8489,22,23,6,12,3.24,134.612
13839,16.0,2011.0,8.0,3.0,5.0,496.5724956,21.9523,22,23,6,12,3.24,134.604
13840,16.0,2011.0,8.0,3.0,6.0,490.1934419,21.1682,22,23,5,12,3.24,134.596
13841,16.0,2011.0,8.0,3.0,7.0,485.3906441,20.5552,22,23,4,12,3.24,134.588
13842,16.0,2011.0,8.0,3.0,8.0,482.4489913,20.0513,21,23,4,12,3.24,134.576
13843,16.0,2011.0,8.0,3.0,9.0,481.4484393,19.3567,22,23,4,12,3.23,134.564
13844,16.0,2011.0,8.0,3.0,10.0,482.4177102,18.1367,20,23,4,12,3.23,134.552
13845,16.0,2011.0,8.0,3.0,11.0,485.0278024,15.955,19,23,4,12,3.22,134.54
13846,16.0,2011.0,8.0,3.0,12.0,487.5188185,14.8749,19,23,4,12,3.22,134.528
13847,16.0,2011.0,8.0,3.0,13.0,488.420997,14.5388,19,23,4,12,3.21,134.52
13848,16.0,2011.0,8.0,3.0,14.0,488.8560154,14.4528,19,23,3,12,3.2,134.508
13849,16.0,2011.0,8.0,3.0,15.0,490.5934108,14.431,14,23,3,12,3.2,134.5
13850,16.0,2011.0,8.0,3.0,16.0,495.2884008,14.4109,13,23,3,4,3.2,134.492
13851,16.0,2011.0,8.0,3.0,17.0,504.1389247,14.3926,13,23,3,3,3.19,134.48
13852,17.0,2011.0,8.0,16.0,8.0,236.9047767,8.8754,19,10,10,0,2.29,134.804
13853,17.0,2011.0,8.0,16.0,9.0,227.665691,8.7661,19,10,10,0,2.28,134.804
13854,17.0,2011.0,8.0,16.0,10.0,224.3553524,8.7244,19,10,10,0,2.28,134.804
13855,17.0,2011.0,8.0,16.0,11.0,224.6078137,8.7244,19,10,10,0,2.27,134.8
13856,17.0,2011.0,8.0,16.0,12.0,226.656739,8.4178,18,10,10,0,2.27,134.8
13857,17.0,2011.0,8.0,16.0,13.0,239.1878868,7.9547,18,10,10,0,2.26,134.8
13858,17.0,2011.0,8.0,16.0,14.0,271.5972099,7.7786,18,10,10,0,2.26,134.8
13859,17.0,2011.0,8.0,16.0,15.0,325.669343,7.6347,18,10,10,0,2.25,134.8
13860,17.0,2011.0,8.0,16.0,16.0,403.8638175,7.6085,18,10,10,0,2.25,134.8
13861,17.0,2011.0,8.0,16.0,17.0,518.9510669,7.628,17,10,10,0,2.24,134.796
13862,17.0,2011.0,8.0,16.0,18.0,681.6411079,11.9092,24,10,13,4,2.24,134.792
13863,17.0,2011.0,8.0,16.0,19.0,884.0913874,18.5518,25,8,18,8,2.25,134.788
13864,17.0,2011.0,8.0,16.0,20.0,1108.964684,22.6995,25,9,28,27,2.28,134.784
13865,17.0,2011.0,8.0,16.0,21.0,1319.497674,28.7269,26,11,34,46,2.32,134.78
13866,17.0,2011.0,8.0,16.0,22.0,1482.939749,35.8754,26,15,41,55,2.42,134.776
13867,17.0,2011.0,8.0,16.0,23.0,1602.017271,41.7553,27,15,74,58,2.57,134.776
13868,17.0,2011.0,8.0,16.0,24.0,1688.787452,44.6115,27,16,64,62,2.86,134.776
13869,17.0,2011.0,8.0,17.0,1.0,1757.153937,46.0383,26,16,84,72,3.27,134.78
13870,17.0,2011.0,8.0,17.0,2.0,1825.931131,48.9693,27,22,84,91,3.54,134.788
13871,17.0,2011.0,8.0,17.0,3.0,1931.730023,52.486,27,24,89,102,3.8,134.796
13872,17.0,2011.0,8.0,17.0,4.0,2110.305846,53.8753,27,27,89,118,4.01,134.808
13873,17.0,2011.0,8.0,17.0,5.0,2376.194201,55.6208,26,31,90,121,4.18,134.824
13874,17.0,2011.0,8.0,17.0,6.0,2731.245044,59.3582,31,33,91,124,4.43,134.844
13875,17.0,2011.0,8.0,17.0,7.0,3147.785364,65.5079,33,35,91,153,4.72,134.864
13876,17.0,2011.0,8.0,17.0,8.0,3583.180543,71.9836,33,38,92,160,4.94,134.888
13877,17.0,2011.0,8.0,17.0,9.0,3964.472509,77.0073,33,39,95,164,5.06,134.916
13878,17.0,2011.0,8.0,17.0,10.0,4226.546628,81.9378,34,41,100,175,5.19,134.944
13879,17.0,2011.0,8.0,17.0,11.0,4365.985499,85.9522,35,42,103,177,6.26,134.98
13880,17.0,2011.0,8.0,17.0,12.0,4394.796026,86.9398,36,42,111,178,6.73,135.02
13881,17.0,2011.0,8.0,17.0,13.0,4326.952032,87.6903,37,43,113,178,7.06,135.072
13882,17.0,2011.0,8.0,17.0,14.0,4184.29503,88.2999,38,44,113,178,7.17,135.128
13883,17.0,2011.0,8.0,17.0,15.0,3990.234419,90.9179,39,45,116,180,7.08,135.192
13884,17.0,2011.0,8.0,17.0,16.0,3766.583463,94.4212,41,45,117,183,6.92,135.26
13885,17.0,2011.0,8.0,17.0,17.0,3535.779832,96.6772,49,47,117,183,6.71,135.336
13886,17.0,2011.0,8.0,17.0,18.0,3324.354948,98.5821,53,49,117,183,6.49,135.42
13887,17.0,2011.0,8.0,17.0,19.0,3157.304815,100.6255,55,51,117,183,6.27,135.508
13888,17.0,2011.0,8.0,17.0,20.0,3049.39001,101.352,56,52,117,183,6.13,135.604
13889,17.0,2011.0,8.0,17.0,21.0,3010.916889,102.9563,56,52,119,184,5.98,135.7
13890,17.0,2011.0,8.0,17.0,22.0,3044.610361,106.8791,60,52,125,187,5.83,135.8
13891,17.0,2011.0,8.0,17.0,23.0,3146.90547,112.3288,64,63,126,196,5.71,135.904
13892,17.0,2011.0,8.0,17.0,24.0,3296.659256,118.3012,69,75,128,198,5.65,136.008
13893,17.0,2011.0,8.0,18.0,1.0,3468.476906,124.4987,75,81,130,202,5.68,136.116
13894,17.0,2011.0,8.0,18.0,2.0,3637.534218,129.5078,77,86,135,205,5.78,136.224
13895,17.0,2011.0,8.0,18.0,3.0,3782.183113,135.41,78,96,152,209,5.97,136.332
13896,17.0,2011.0,8.0,18.0,4.0,3892.909414,140.2406,80,101,157,218,6.22,136.444
13897,17.0,2011.0,8.0,18.0,5.0,3965.962229,143.5561,80,109,159,222,6.43,136.556
13898,17.0,2011.0,8.0,18.0,6.0,4008.509903,144.4812,80,112,159,222,6.64,136.668
13899,17.0,2011.0,8.0,18.0,7.0,4028.870238,144.6303,79,112,159,222,6.88,136.784
13900,17.0,2011.0,8.0,18.0,8.0,4029.039621,144.6708,79,112,159,222,7.13,136.904
13901,17.0,2011.0,8.0,18.0,9.0,4008.850452,144.6708,79,112,159,222,7.35,137.024
13902,17.0,2011.0,8.0,18.0,10.0,3965.8006,144.725,79,112,159,222,7.46,137.144
13903,17.0,2011.0,8.0,18.0,11.0,3896.88308,144.725,79,112,159,222,7.52,137.268
13904,17.0,2011.0,8.0,18.0,12.0,3799.40601,144.7512,79,112,159,222,7.55,137.392
13905,17.0,2011.0,8.0,18.0,13.0,3672.758323,144.7512,79,112,159,218,7.48,137.516
13906,17.0,2011.0,8.0,18.0,14.0,3524.337089,144.7512,79,112,159,214,7.36,137.632
13907,17.0,2011.0,8.0,18.0,15.0,3363.317383,144.7512,79,112,159,195,7.24,137.748
13908,17.0,2011.0,8.0,18.0,16.0,3197.978144,144.7323,79,112,159,176,7.11,137.86
13909,17.0,2011.0,8.0,18.0,17.0,3035.874497,144.7323,79,112,159,167,6.94,137.972
13910,17.0,2011.0,8.0,18.0,18.0,2882.562445,144.7644,79,112,159,164,6.87,138.076
13911,17.0,2011.0,8.0,18.0,19.0,2741.707529,144.8233,79,104,159,160,6.7,138.18
13912,17.0,2011.0,8.0,18.0,20.0,2611.412549,145.0631,79,103,159,150,6.45,138.284
13913,17.0,2011.0,8.0,18.0,21.0,2487.695758,145.0955,79,101,159,131,6.28,138.38
13914,17.0,2011.0,8.0,18.0,22.0,2363.799956,145.1497,79,97,156,120,6.12,138.48
13915,17.0,2011.0,8.0,18.0,23.0,2235.933394,145.3664,79,97,151,104,5.96,138.576
13916,17.0,2011.0,8.0,18.0,24.0,2114.941589,145.4206,79,96,141,101,5.81,138.672
13917,17.0,2011.0,8.0,19.0,1.0,2012.21156,145.6178,79,96,135,98,5.67,138.764
13918,17.0,2011.0,8.0,19.0,2.0,1926.659065,141.4071,79,90,128,69,5.53,138.852
13919,17.0,2011.0,8.0,19.0,3.0,1853.625672,134.7645,79,88,95,62,5.4,138.94
13920,17.0,2011.0,8.0,19.0,4.0,1786.627466,130.6168,79,85,95,58,5.29,139.024
13921,17.0,2011.0,8.0,19.0,5.0,1720.491955,124.6502,79,81,75,47,5.17,139.104
13922,17.0,2011.0,8.0,19.0,6.0,1657.117834,117.4699,72,79,75,45,5.07,139.18
13923,17.0,2011.0,8.0,19.0,7.0,1598.930418,111.5584,71,77,70,44,4.97,139.252
13924,17.0,2011.0,8.0,19.0,8.0,1543.390325,108.4035,71,74,70,44,4.88,139.316
13925,17.0,2011.0,8.0,19.0,9.0,1487.548054,105.1544,70,73,69,44,4.79,139.376
13926,17.0,2011.0,8.0,19.0,10.0,1431.778301,101.5221,70,71,68,42,4.71,139.432
13927,17.0,2011.0,8.0,19.0,11.0,1377.408103,96.1225,69,70,68,39,4.63,139.484
13928,17.0,2011.0,8.0,19.0,12.0,1326.249657,92.7208,69,70,67,39,4.54,139.532
13929,17.0,2011.0,8.0,19.0,13.0,1279.631138,90.6757,69,69,64,39,4.49,139.572
13930,17.0,2011.0,8.0,19.0,14.0,1236.45948,86.812,68,68,59,39,4.41,139.608
13931,17.0,2011.0,8.0,19.0,15.0,1195.036307,80.5507,68,67,56,39,4.35,139.64
13932,17.0,2011.0,8.0,19.0,16.0,1154.248517,74.0945,68,67,48,38,4.29,139.668
13933,17.0,2011.0,8.0,19.0,17.0,1115.324094,69.5636,56,65,46,35,4.24,139.692
13934,17.0,2011.0,8.0,19.0,18.0,1080.157214,64.7578,51,63,46,26,4.18,139.712
13935,17.0,2011.0,8.0,19.0,19.0,1050.965725,61.0256,49,61,43,24,4.12,139.732
13936,17.0,2011.0,8.0,19.0,20.0,1029.507887,59.9653,49,60,42,20,4.07,139.744
13937,17.0,2011.0,8.0,19.0,21.0,1015.379934,59.1539,49,60,42,17,4.02,139.752
13938,17.0,2011.0,8.0,19.0,22.0,1006.485561,58.596,48,60,43,13,3.98,139.76
13939,17.0,2011.0,8.0,19.0,23.0,996.1203413,56.61,47,49,43,4,3.94,139.764
13940,17.0,2011.0,8.0,19.0,24.0,979.3017765,53.4427,46,37,43,0,3.96,139.768
13941,17.0,2011.0,8.0,20.0,1.0,962.5431971,51.7602,45,31,41,0,3.89,139.764
13942,17.0,2011.0,8.0,20.0,2.0,952.5939955,50.6979,44,26,36,1,3.86,139.76
13943,17.0,2011.0,8.0,20.0,3.0,945.6519792,49.4125,43,16,36,11,3.82,139.756
13944,17.0,2011.0,8.0,20.0,4.0,935.5963864,49.0635,41,11,35,11,3.8,139.748
13945,17.0,2011.0,8.0,20.0,5.0,917.5837609,47.4886,31,3,33,11,3.78,139.74
13946,17.0,2011.0,8.0,20.0,6.0,889.7444505,43.698,27,0,28,11,3.74,139.728
13947,17.0,2011.0,8.0,20.0,7.0,860.8267125,38.4223,25,0,11,11,3.71,139.716
13948,17.0,2011.0,8.0,20.0,8.0,839.8866979,32.9426,24,0,7,12,3.68,139.704
13949,17.0,2011.0,8.0,20.0,9.0,826.5942231,27.1146,24,0,6,13,3.65,139.692
13950,17.0,2011.0,8.0,20.0,10.0,818.2140707,22.1938,20,0,6,13,3.63,139.676
13951,17.0,2011.0,8.0,20.0,11.0,811.7772244,16.2598,16,0,6,13,3.6,139.66
13952,17.0,2011.0,8.0,20.0,12.0,804.7325685,11.4292,11,0,6,13,3.57,139.644
13953,17.0,2011.0,8.0,20.0,13.0,796.4343899,8.1137,5,0,6,13,3.54,139.628
13954,17.0,2011.0,8.0,20.0,14.0,786.5378979,7.1886,3,0,6,13,3.52,139.608
13955,17.0,2011.0,8.0,20.0,15.0,773.9965879,7.2492,2,0,6,13,3.5,139.588
13956,17.0,2011.0,8.0,20.0,16.0,757.5551769,7.3247,0,0,6,13,3.47,139.568
13957,17.0,2011.0,8.0,20.0,17.0,735.8249808,7.6376,0,0,6,13,3.45,139.544
13958,17.0,2011.0,8.0,20.0,18.0,708.706523,7.6365,0,0,6,13,3.42,139.52
13959,17.0,2011.0,8.0,20.0,19.0,681.390559,7.6542,0,0,6,13,3.39,139.496
13960,17.0,2011.0,8.0,20.0,20.0,659.9914978,7.628,0,0,6,13,3.36,139.472
13961,17.0,2011.0,8.0,20.0,21.0,649.028132,7.628,0,0,6,13,3.34,139.448
13962,17.0,2011.0,8.0,20.0,22.0,650.2812841,7.628,0,0,6,13,3.32,139.424
13963,17.0,2011.0,8.0,20.0,23.0,656.1755117,7.628,0,0,6,13,3.29,139.4
13964,17.0,2011.0,8.0,20.0,24.0,658.2549645,7.628,0,0,6,13,3.27,139.372
13965,17.0,2011.0,8.0,21.0,1.0,653.8984255,7.628,0,0,6,13,3.25,139.344
13966,17.0,2011.0,8.0,21.0,2.0,642.8930573,7.6152,0,0,6,13,3.23,139.32
13967,17.0,2011.0,8.0,21.0,3.0,628.8249093,7.5563,0,0,6,13,3.21,139.292
13968,17.0,2011.0,8.0,21.0,4.0,614.8559669,7.3165,0,0,6,13,3.19,139.264
13969,17.0,2011.0,8.0,21.0,5.0,598.653075,7.2841,0,0,6,13,3.17,139.232
13970,17.0,2011.0,8.0,21.0,6.0,578.0247707,7.2299,0,0,6,13,3.16,139.2
13971,17.0,2011.0,8.0,21.0,7.0,556.8415013,7.0132,0,0,6,13,3.15,139.172
13972,17.0,2011.0,8.0,21.0,8.0,539.6663441,6.959,0,0,6,13,3.15,139.14
13973,17.0,2011.0,8.0,21.0,9.0,527.7709858,6.7423,0,0,6,13,3.15,139.108
13974,17.0,2011.0,8.0,21.0,10.0,521.5974242,6.6439,0,0,6,13,3.13,139.076
13975,17.0,2011.0,8.0,21.0,11.0,521.560294,6.6439,0,0,6,13,3.11,139.044
13976,17.0,2011.0,8.0,21.0,12.0,528.6365141,6.6439,0,0,6,13,3.09,139.012
13977,18.0,2012.0,7.0,5.0,7.0,65.79773515,1.1821,0,0,0,0,1.44,118.876
13978,18.0,2012.0,7.0,5.0,8.0,75.79648347,1.1821,6,0,0,0,1.44,118.876
13979,18.0,2012.0,7.0,5.0,9.0,80.6812769,1.1821,7,0,0,0,1.44,118.872
13980,18.0,2012.0,7.0,5.0,10.0,82.02278094,1.1821,7,0,0,0,1.44,118.872
13981,18.0,2012.0,7.0,5.0,11.0,82.63790674,1.3296,7,0,0,0,1.44,118.868
13982,18.0,2012.0,7.0,5.0,12.0,86.37179331,1.5838,7,0,2,0,1.44,118.868
13983,18.0,2012.0,7.0,5.0,13.0,93.62472647,1.7072,7,0,2,0,1.44,118.868
13984,18.0,2012.0,7.0,5.0,14.0,89.98935129,1.9323,7,0,2,0,1.44,118.864
13985,18.0,2012.0,7.0,5.0,15.0,65.31427196,2.1151,14,0,2,0,1.44,118.86
13986,18.0,2012.0,7.0,5.0,16.0,41.27956978,2.6889,14,0,10,0,1.44,118.856
13987,18.0,2012.0,7.0,5.0,17.0,39.53596958,4.7894,22,0,14,1,1.43,118.852
13988,18.0,2012.0,7.0,5.0,18.0,49.78529319,6.2524,24,0,17,1,1.43,118.848
13989,18.0,2012.0,7.0,5.0,19.0,56.41113595,6.9487,24,0,18,1,1.43,118.848
13990,18.0,2012.0,7.0,5.0,20.0,54.47309047,7.3811,24,0,18,1,1.43,118.844
13991,18.0,2012.0,7.0,5.0,21.0,47.9998581,7.8233,24,0,19,2,1.43,118.844
13992,18.0,2012.0,7.0,5.0,22.0,60.28462757,7.8954,24,0,19,2,1.43,118.844
13993,18.0,2012.0,7.0,5.0,23.0,97.17689556,8.6687,25,1,22,2,1.43,118.844
13994,18.0,2012.0,7.0,5.0,24.0,159.7692007,10.105,26,1,22,4,1.43,118.84
13995,18.0,2012.0,7.0,6.0,1.0,253.8700512,13.6753,30,3,29,12,1.43,118.84
13996,18.0,2012.0,7.0,6.0,2.0,381.7881231,26.5167,38,13,29,20,1.43,118.836
13997,18.0,2012.0,7.0,6.0,3.0,527.1167953,41.7693,46,29,36,42,1.43,118.836
13998,18.0,2012.0,7.0,6.0,4.0,672.9100118,52.894,60,42,36,42,1.43,118.832
13999,18.0,2012.0,7.0,6.0,5.0,818.7792744,66.1385,81,59,37,46,1.43,118.828
14000,18.0,2012.0,7.0,6.0,6.0,962.1564137,83.9385,91,87,59,88,1.43,118.828
14001,18.0,2012.0,7.0,6.0,7.0,1075.197018,100.5695,100,105,72,102,1.65,118.832
14002,18.0,2012.0,7.0,6.0,8.0,1137.365674,116.038,106,118,91,115,1.81,118.836
14003,18.0,2012.0,7.0,6.0,9.0,1182.639203,126.7692,112,126,98,141,2.22,118.844
14004,18.0,2012.0,7.0,6.0,10.0,1261.226523,133.1628,116,130,100,150,3.28,118.856
14005,18.0,2012.0,7.0,6.0,11.0,1433.752705,140.5971,117,140,116,157,4.34,118.872
14006,18.0,2012.0,7.0,6.0,12.0,1756.270034,144.7691,123,146,117,164,5.4,118.896
14007,18.0,2012.0,7.0,6.0,13.0,2256.123489,149.147,129,151,122,167,6.46,118.92
14008,18.0,2012.0,7.0,6.0,14.0,2937.127816,153.5351,138,154,125,167,7.52,118.948
14009,18.0,2012.0,7.0,6.0,15.0,3737.68414,158.2273,142,157,126,170,7.84,118.984
14010,18.0,2012.0,7.0,6.0,16.0,4549.927048,161.6912,146,162,126,176,8.44,119.024
14011,18.0,2012.0,7.0,6.0,17.0,5190.156921,164.7755,151,164,129,176,8.76,119.072
14012,18.0,2012.0,7.0,6.0,18.0,5620.03429,168.2335,163,164,135,179,8.92,119.124
14013,18.0,2012.0,7.0,6.0,19.0,5849.592222,169.6273,163,171,137,180,8.99,119.2
14014,18.0,2012.0,7.0,6.0,20.0,5907.080637,171.544,163,176,138,180,8.89,119.288
14015,18.0,2012.0,7.0,6.0,21.0,5827.251736,176.2382,163,178,141,182,8.82,119.4
14016,18.0,2012.0,7.0,6.0,22.0,5652.650007,181.2863,163,180,149,183,8.59,119.524
14017,18.0,2012.0,7.0,6.0,23.0,5425.827711,184.3383,163,188,163,184,8.51,119.664
14018,18.0,2012.0,7.0,6.0,24.0,5181.575921,185.1483,164,189,163,184,8.44,119.82
14019,18.0,2012.0,7.0,7.0,1.0,4948.382877,185.38,164,190,163,184,8.26,119.992
14020,18.0,2012.0,7.0,7.0,2.0,4737.286679,185.3651,164,191,163,184,8.22,120.176
14021,18.0,2012.0,7.0,7.0,3.0,4551.537824,185.4197,164,191,163,184,8.2,120.372
14022,18.0,2012.0,7.0,7.0,4.0,4380.686555,185.4743,164,191,163,184,8.15,120.58
14023,18.0,2012.0,7.0,7.0,5.0,4210.748044,185.5113,164,191,163,184,8.09,120.8
14024,18.0,2012.0,7.0,7.0,6.0,4027.297451,185.5501,164,191,163,184,7.95,121.032
14025,18.0,2012.0,7.0,7.0,7.0,3820.948752,185.5501,164,191,163,184,7.77,121.268
14026,18.0,2012.0,7.0,7.0,8.0,3602.911206,185.5956,164,191,163,184,7.55,121.512
14027,18.0,2012.0,7.0,7.0,9.0,3387.059481,185.5956,164,191,163,184,7.33,121.768
14028,18.0,2012.0,7.0,7.0,10.0,3176.881679,185.6174,164,191,163,184,7.11,122.028
14029,18.0,2012.0,7.0,7.0,11.0,2971.570836,185.6502,164,191,163,184,6.89,122.292
14030,18.0,2012.0,7.0,7.0,12.0,2770.273977,185.6502,164,191,163,183,6.7,122.56
14031,18.0,2012.0,7.0,7.0,13.0,2573.765723,185.6872,164,191,163,183,6.43,122.832
14032,18.0,2012.0,7.0,7.0,14.0,2386.654137,185.6872,164,191,163,183,6.31,123.104
14033,18.0,2012.0,7.0,7.0,15.0,2227.253442,185.6455,164,191,163,183,6.12,123.38
14034,18.0,2012.0,7.0,7.0,16.0,2110.406246,185.6455,164,191,161,182,5.9,123.656
14035,18.0,2012.0,7.0,7.0,17.0,2023.362527,185.6455,164,191,161,182,5.8,123.932
14036,18.0,2012.0,7.0,7.0,18.0,1947.101111,185.6455,164,191,161,182,5.66,124.204
14037,18.0,2012.0,7.0,7.0,19.0,1865.108845,185.498,164,191,161,180,5.47,124.476
14038,18.0,2012.0,7.0,7.0,20.0,1767.427507,185.2438,158,191,153,172,5.44,124.728
14039,18.0,2012.0,7.0,7.0,21.0,1667.810574,185.1204,157,191,149,164,5.25,124.972
14040,18.0,2012.0,7.0,7.0,22.0,1582.167153,184.8953,157,191,146,142,5.09,125.2
14041,18.0,2012.0,7.0,7.0,23.0,1511.317177,184.7125,157,190,145,142,5.01,125.416
14042,19.0,2012.0,7.0,13.0,4.0,184.8197857,7.8451,2,2,6,2,2.15,127.152
14043,19.0,2012.0,7.0,13.0,5.0,180.1548053,9.5714,6,1,6,14,2.14,127.164
14044,19.0,2012.0,7.0,13.0,6.0,173.1407253,12.9848,12,4,6,15,2.14,127.176
14045,19.0,2012.0,7.0,13.0,7.0,163.948898,13.5085,12,4,6,15,2.13,127.188
14046,19.0,2012.0,7.0,13.0,8.0,153.0828811,13.5303,12,4,6,14,2.13,127.2
14047,19.0,2012.0,7.0,13.0,9.0,142.0465093,13.429,12,4,6,14,2.12,127.212
14048,19.0,2012.0,7.0,13.0,10.0,133.0521955,12.7761,12,4,6,14,2.12,127.22
14049,19.0,2012.0,7.0,13.0,11.0,130.146386,11.727,12,4,6,14,2.13,127.232
14050,19.0,2012.0,7.0,13.0,12.0,136.3852367,9.8354,12,4,5,14,2.13,127.236
14051,19.0,2012.0,7.0,13.0,13.0,149.0297086,8.6212,11,3,5,14,2.13,127.244
14052,19.0,2012.0,7.0,13.0,14.0,164.3100779,8.2452,11,3,3,14,2.13,127.248
14053,19.0,2012.0,7.0,13.0,15.0,180.1290741,7.97,10,3,3,14,2.13,127.256
14054,19.0,2012.0,7.0,13.0,16.0,194.5481977,7.9301,15,3,3,14,2.13,127.264
14055,19.0,2012.0,7.0,13.0,17.0,204.8389914,7.7964,15,3,11,14,2.13,127.272
14056,19.0,2012.0,7.0,13.0,18.0,209.0033161,7.6306,15,3,11,14,2.13,127.28
14057,19.0,2012.0,7.0,13.0,19.0,206.2742156,8.1755,18,3,11,16,2.14,127.288
14058,19.0,2012.0,7.0,13.0,20.0,199.8198064,9.3024,18,3,11,16,2.14,127.296
14059,19.0,2012.0,7.0,13.0,21.0,193.1038992,9.0224,18,3,11,16,2.13,127.304
14060,19.0,2012.0,7.0,13.0,22.0,186.8380118,8.8204,18,3,11,16,2.13,127.316
14061,19.0,2012.0,7.0,13.0,23.0,181.0479279,8.684,18,3,11,16,2.13,127.328
14062,19.0,2012.0,7.0,13.0,24.0,175.768788,8.684,18,3,11,16,2.12,127.336
14063,19.0,2012.0,7.0,14.0,1.0,170.9662839,8.6422,18,3,11,16,2.11,127.348
14064,19.0,2012.0,7.0,14.0,2.0,166.3189572,8.6422,18,3,11,16,2.11,127.36
14065,19.0,2012.0,7.0,14.0,3.0,161.4395705,8.6422,18,3,11,16,2.1,127.368
14066,19.0,2012.0,7.0,14.0,4.0,155.9649237,8.6973,18,3,12,16,2.09,127.372
14067,19.0,2012.0,7.0,14.0,5.0,149.6294887,8.673,18,3,12,16,2.09,127.372
14068,19.0,2012.0,7.0,14.0,6.0,142.5343888,8.7336,18,3,12,16,2.09,127.372
14069,19.0,2012.0,7.0,14.0,7.0,134.8938952,8.7963,18,3,12,16,2.09,127.372
14070,19.0,2012.0,7.0,14.0,8.0,127.0082199,9.0241,18,3,12,16,2.09,127.372
14071,19.0,2012.0,7.0,14.0,9.0,119.8616382,9.0765,18,3,14,16,2.09,127.376
14072,19.0,2012.0,7.0,14.0,10.0,117.0887407,9.1907,18,3,14,17,2.09,127.376
14073,19.0,2012.0,7.0,14.0,11.0,122.0778588,9.1907,18,3,14,17,2.1,127.376
14074,19.0,2012.0,7.0,14.0,12.0,134.5819742,9.1907,18,3,14,17,2.11,127.376
14075,19.0,2012.0,7.0,14.0,13.0,152.5552263,9.1907,18,3,14,17,2.12,127.38
14076,19.0,2012.0,7.0,14.0,14.0,170.3917356,9.2939,18,3,14,17,2.14,127.384
14077,19.0,2012.0,7.0,14.0,15.0,183.0695589,9.63,18,3,14,17,2.14,127.384
14078,19.0,2012.0,7.0,14.0,16.0,191.4625188,9.8942,18,3,14,17,2.14,127.384
14079,19.0,2012.0,7.0,14.0,17.0,197.8769848,10.1389,18,3,14,17,2.14,127.384
14080,19.0,2012.0,7.0,14.0,18.0,204.4537492,10.4312,19,3,14,17,2.14,127.384
14081,19.0,2012.0,7.0,14.0,19.0,212.7078311,10.4527,19,3,14,17,2.13,127.384
14082,19.0,2012.0,7.0,14.0,20.0,221.8167344,10.6873,19,3,14,17,2.12,127.388
14083,19.0,2012.0,7.0,14.0,21.0,230.9902546,11.1036,19,3,15,19,2.12,127.388
14084,19.0,2012.0,7.0,14.0,22.0,241.9048694,11.5461,19,4,15,20,2.12,127.388
14085,19.0,2012.0,7.0,14.0,23.0,256.3231774,12.165,20,4,17,20,2.16,127.384
